aspect,listing_id,score,text
入住流程,12163734,-3.0,房間內部空氣品質不佳，冷氣無法調整溫度，照片跟實際入住有落差，其餘都還可以，謝謝
入住流程,13034881,-3.0,"第一次住airbnb, 遇到態度良好的房東, 也很熱心幫忙, 很值得讚賞! 房間跟相片都一樣, 入住後覺得頗舒服<br/>美中不足的是兩間浴室因為水壓問題不能同時洗澡, 如果人多入住其實有點麻煩。<br/>我們入住共三晚, 頭兩天都可以, 可是第三晚回去時發現有幾包食物被不知明生物咬破, 其實我們沒有發現什麼動物蹤影,"
入住流程,23467163,-3.0,入住時發現煮食爐不能打火，套房冷氣機漏水嚴重，另外一間厠所洗面盤塞，去水超級慢。家人星期五入住至下周的星期三早上便要離開，已多次請來房東盡快解決，但最後說因為周末找不到人來修理，星期一又說修理師傅臨時來不了，最終在星期二下午，她們外出的時候才說修理好。但不到12個小時她們便開了。廚房煮食爐一直都沒能用，簡單煮麵也不行，
入住流程,30778756,-3.0,"Host was very responsive, quick to answer all our inquiries. We arrived at 3am and there’s no problem checking in. Self check in process was easy because of cle"
入住流程,33025685,-3.0,房東回覆快速，入住當天因為前一組房客還未退房無法提前入住，但提供寄放行李。<br/>一進房立刻有蟑螂在牆壁上，房間內比照片上看起來小，一進門就感覺房內濕氣很重，新拿到的浴巾和剛換的寢具都有點濕濕的。<br/>大樓本身就很老舊，房間是將一個空間隔成數個小套房，因此隔音非常非常差，大門進出聲音、隔壁房客講話聲音、別的房間開
早餐餐飲,30826623,-3.0,"Entrance is very hard to find. Looks like located at an illegal building between street food stands. Our room was on 4F, and NO elevator ! We had to carry two 2"
早餐餐飲,646629,-2.0,"This was a great rental that we spent 3 weeks in. We enjoyed the outdoor space, and also I found the bedroom/study a great place to work from home. Since my kid"
早餐餐飲,1097851,-2.0,"CK his response, communication and help were excellent. Also, the location of the apartment is superb. MRT, shoppingmalls, restaurants and Taipei 101 on your do"
早餐餐飲,7725908,-2.0,"If I could give more stars I would! First the host is the best we've met through our travels across multiple countries. He is really warm-hearted, very fast to "
早餐餐飲,8547900,-2.0,The space is an easy base for travel around the city with its topnotch location. Ximen Metro Exit 6 is a few blocks away; there's a nearer 1 just off Red House 
早餐餐飲,11183004,-2.0,"Room at top of the food store, so have bad smell. And quite dark at walk way."
早餐餐飲,16820621,-2.0,感謝Ada小姐熱情服務，還特地拿齒輪油潤滑門鎖:) <br/>小豪宅非常舒適、地理位置超方便，捷運走路五分鐘，附近還有market、24小時麥x勞 ，挑高客廳採光良好，最喜歡小吧台小酌，一層一戶也不會受打擾，跟照片零誤差一樣夢幻，最喜歡早上作簡單早餐泡杯咖啡完美結束體驗👍😍🎉
早餐餐飲,20057949,-2.0,"Awesome area.. place is great, worth the price. Nothing to complain. If i can share an opinion i would replace the sitting hammock with actual seats and small c"
早餐餐飲,20701142,-2.0,房子前院的玩具令小孩每天都玩上好一陣子才出捨得出門口，唯入住的時間都整天下雨，蚊子有點多。附近有24小時超級市場，也有不少的食肆，食早餐，喝咖啡，串燒，牛肉麵，這都不是問題。
早餐餐飲,22868412,-2.0,"Had an amazing time! Definitely check out the morning market on this street when possible. <br/>There are plenty of small food places and coffeeshops around, an"
早餐餐飲,23951577,-2.0,位置便利，老闆人好，設計有品，很溫馨的地方。提供的信息簡直太棒了，去了介紹的店和小吃，沒有失望！住這裏隔壁咖啡早餐也有打折，有愛！
早餐餐飲,27771760,-2.0,Location is superb - walking distance to subway station plus Ximending is close by!<br/>Lots of choices for food - inexpensive street food and restaurants are p
早餐餐飲,30440658,-2.0,Great location. Clean and newly renovated flat. It is perfect for 2/3. You might start to be tight if you are 4 adults. Vivi was very proactive and easy to comm
早餐餐飲,40456965,-2.0,"The location is perfect. Right in the heart of Ximen, there’s easy access to food (small restaurants and street food), Starbucks, Watsons, shopping, MRT (Ximen "
早餐餐飲,738322392665808067,-2.0,房東人不錯 👍🏻<br/>問的問題都會耐心回覆<br/>另外若有停車問題 建議提前跟房東詢問CP值高的停車場，因為附近不好停車。<br/>房間的裝潢與照片一致 ～<br/>但清潔的問題有發現幾點：<br/>馬桶髒污未清、冰箱還保留上個客人留的食物，因此躺在床上會擔憂清潔度的問題。
早餐餐飲,851126048791597115,-2.0,2nd time staying. Very disappointed as it wasn't as before. Lack of maintenance. Plus point only there's many small restaurants.  Food is not a problem.
早餐餐飲,998188888349103925,-2.0,民宿主人有事先告訴我們，居住的地方會比較嘈吵，介意勿住，所以能接受的。如果是介意噪音的旅客，應多加考慮。主人亦有向我們介紹附近的地標，和美食。當遇到因天氣惡劣而導致房子出現問題時，民宿主人即時主動解決問題。民宿地點亦近西門町，樓下亦有不同的食肆。
早餐餐飲,1016539142755808205,-2.0,"Smell : there is a very bad smell coming from the balcony up to the room (even with windows closed). When opening the window, you get hit by a strong bad smell "
早餐餐飲,1082442329126963909,-2.0,"民宿位置也很方便,房東很友善回覆問題亦很快,亦介紹附近很多美食,會問候我們的住宿情況,唯獨冷氣機是比較嘈吵一點😅但第二天已為我們送上耳塞,其他也很好！"
早餐餐飲,1133336942070486466,-2.0,We had a great stay! Place was comfortable for 7pax (6 adults and 1 kid). Kitchen was small and just enough for snacking and small meals. No dining table but it
早餐餐飲,1214901876908944354,-2.0,"This is a great place. It’s easy to find, 10 min walk to an airport bus, and convenient to everything you need like food, markets, subway. The host is quick to "
早餐餐飲,1270851241063358413,-2.0,"Rex's place is centrally located, very easy to move around 🇹🇼 Taipei by mrt. There are plenty of delicious food around, so we have no issues in getting breakfas"
早餐餐飲,1370694214728184183,-2.0,"Pros: great location, only a few minutes to stores, restaurants, Ximendeng Market, and the subway; lots of room for our family of 7 people, was nice to have a c"
早餐餐飲,1389080480468898606,-2.0,"The room was as shown in the photos. It has no windows, but thanks to the air conditioning and the fan in the bathroom, we had no problems. However, the bed cre"
停車,1139869,-4.0,Scott是一位很熱心很貼心的房東，我們到達目的地時已經快9點了，他除了耐心等我們的到來還很熱心的幫我留意路邊停車位讓我不用那麼冷的天氣還一直找停車位。房間更是我們為之一驚，雖然坪數不大卻是麻雀雖小五臟俱全讓我家小孩開心到不想出門，下次只要時間允許我們一定會再次造訪Scott的家
停車,16297721,-3.0,1-APP提供的地址是不對的，門牌差4個號碼。<br/>2-大樓有兩個大門，拿鎖匙的大門不是APP提供的那個地址。但入住說明其中一張相片有正確地址（字很細的），需要動腦筋才能順利入住。<br/>3-附近絕大部份停車場/停車場位是滿的，這不是房東的問題，是整個台北的問題，每天晚上找車位找一小時。<br/>4-價錢平，唯一
停車,22858155,-3.0,"地理位置不錯, 距離士林站約5分鐘腳程, 距離士林夜市也很近, 房間尚算整潔, 坐廁空間小了一點但問題不大, 唯一問題是房東的鄰居看來有點心事, 每天晚上2,3點鐘都會騎機車出去兜兜風, 差不多睡著的時候總給他吵醒.."
停車,766997271105978860,-3.0,It is located in the Q Square mall which is complex shopping mall. Super comfortable for everything!!!. Amazing location. I enjoyed the food court on the B3. Ex
停車,8613386,-2.0,房東人很好很貼心，入住指引詳盡且貼心，房內乾淨整潔應有盡有，也有很多房東貼心的小巧思以及紙條附註，地理位置在該處算是交通便利機能性佳，且晚上寧靜<br/>價格算上平台費清潔費之後，總價不算便宜，但是比較過後，在該地段算是最好的選擇了！<br/>唯一不習慣的只有床墊較薄睡起來偏硬，枕頭也是偏扁硬<br/>附近機車停車位眾
停車,22869912,-2.0,很不錯的住宿體驗，廚房提供煮東西的器具，也有調味料，餐具也有，一次接待一組客人，不用怕跟其他房客相碰撞的問題，是開車去住宿，無提供車位，開車者自行在附近找車位。<br/>有提供電暖爐，也有吸塵器，洗澡洗髮也有提供，在住的期間，房子的主人是不會打擾的，可以放心住宿，有問題也不用怕無人幫忙。<br/>整體來說還是不錯的！
停車,25844726,-2.0,大概就訊息詢問車位的問題回我進停車場就看得到的簡單解說跟廁所配給的衛生紙不是水解材質造成馬桶堵塞還有冷氣永遠不會到達所設定的溫度（就單我住的這間）隔音略差<br/>除了以上 其他房內設備與飯店安全都還滿不錯的
停車,36141258,-2.0,本次為8大6小3車的家族旅遊<br/>1.事前的聯繫：房東於app的留言回覆迅速，取得通訊軟體與電話聯絡方式後溝通起來更即時輕鬆無壓力，並得知有小孩入住主動提供額外的玩具使用。<br/>2.入住當天：房東早早在房源等待，抵達時細心介紹房型與設施，並介紹周邊生活機能與提供交通資訊。<br/>3.房源設備：與圖片相符。臥房
停車,48159574,-2.0,房間如照片樣貌，安靜整潔無異味。<br/>隔音滿差的，如樓上房客吵鬧聽的滿清楚。<br/>離台北地下街停車場走路非常近，靠近y15出口（樓梯），y13出口有電梯（也很近）。24h 180元（推）<br/>整體來說滿好的，熱水夠熱、水量夠大。
停車,728669477726860545,-2.0,2樓的床有點太軟，要到達民宿前需經過一段電單車停車位，夏天的時候該處有比較多小強，而且夜晚不能太吵，鄰居會投訴，除了這些小問題之外都很好，民宿負責人回覆得十分快，有問題基本上他們亦能幫你解決👍🏽
停車,732595649644410995,-2.0,We got bit lost at first as the lift to the apartment was actually inside the shopping building. Lift was not clean as it’s share with complex user. After 11pm 
停車,939528430089956361,-2.0,"Ji's place was fantastic! We were traveling with 4 adults, 2 toddlers, 1 infant and a dog and Ji's place had more than enough space for all of us. The kids love"
停車,1025094486990265825,-2.0,Not bad but not easy to find parking and room was too small and smell was not ok
停車,1130878597043254629,-2.0,有停車位，離捷運站也很近。<br/>所有住宿需要的設備都有，有問題房東都很快回覆。<br/>在這邊的三晚，家人都睡得很好，有機會再到台北，還是會選擇這裡。
停車,1161319299830240630,-2.0,對於入住給予很大的幫助，房間大小合適，適合短期旅遊的人。到五分鋪及饒河街夜市都很近。周圍大馬路可以尋找停車位(40/小時）。小小缺點：房間沒有提供冰箱、電視無法使用、隔音略嫌不好（我家屬於深眠族）。性價比讚讚唷。
停車,1427292739701017883,-2.0,地點在士林夜市附近，房間明亮乾淨，設備有冷暖氣、大衣櫃、大電視、小冰箱、洗衣機、吹風機、熱水壺，停車場找堤外那邊很便宜，附近的都不便宜，服務良好，有問題反映都很快回覆👍
停車,1575122403357077409,-2.0,這裡真的像自己家！三間房大小剛好不用擠，每晚都睡得很好。最愛的是 一樓進出不用爬樓梯，推車跟大件行李超方便，完全不像一般高樓公寓那種麻煩。”<br/>⭐️ “車位是加分項！住在信義這種地段如果有停車位真的很難得，我們整趟旅程都不用煩惱停車問題。房東也回訊快、很熱心介紹周邊吃喝。”
停車,1718240,-1.0,We highly recommend staying at this accommodation! It was a high class facility with a very comfortable apartment having all that’s needed for a short stay: kit
停車,3062366,-1.0,"Kai Muo was very helpful throughout and gave a friendly welcome. His place is as described, and has a large open living kitchen room end to end with a wooden fl"
停車,6196233,-1.0,"This place is exactly as pictured - well designed, decorated, and stocked.  Meet up with Catherine went as expected. I printed a picture of the front of the bui"
停車,7045673,-1.0,是唷喜歡的黑白房間。房間整齊乾淨，市中心，交通便利，不過我除了走路就是搭車，沒坐公共交通，旁邊有捷運和bus。房東人超熱情，雖然沒見面。因為臨街，晚上機車聲此起彼伏，有點嘈雜，然後窗帘遮光度差了點，房間太亮了，我是一個睡眠比較淺的人。床在整個房間裡有點小，1米5寬的應該。
停車,11839710,-1.0,這次是三代同堂入住，本來也有一直想做飯店，他前一晚確實也住飯店，等我們小家庭四個人上去後再與我們一起同住．房子不大，但是應有盡有，尤其這次有有世大運可以看，三代同堂一起幫中華隊加油很棒，附近吃的東西蠻多的，又有超市，全聯．<br/>離東湖捷運站真的非常近，走路約5分鐘左右可到達，開車的話對面也有停車場雖然12個小時要2
停車,12482913,-1.0,The door inn is a haven for any design geek. The amount of effort & attention to details Peifen has put into her Airbnb is truly remarkable. The rooms including
停車,12892380,-1.0,"Irene was a really good host, she was quick to reply to messages and really helpful.  The apartment was very clean and had everything we needed for the weekend "
